topic-00	topic-01	topic-02	topic-03	topic-04
141421.74649238586	141421.74649238586	141421.74649238586	141421.74649238586	141421.74649238586
141825.44136047363	141825.44136047363	141825.44136047363	141825.44136047363	141825.44136047363
142230.09276390076	142230.09276390076	142230.09276390076	142230.09276390076	142230.09276390076
142634.3195438385	142634.3195438385	142634.3195438385	142634.3195438385	142634.3195438385
143040.07863998413	143040.07863998413	143040.07863998413	143040.07863998413	143040.07863998413
143445.05953788757	143445.05953788757	143445.05953788757	143445.05953788757	143343.54543685913
143849.7633934021	143849.7633934021	143849.7633934021	143849.7633934021	143849.7633934021
144253.98468971252	144253.98468971252	144253.98468971252	144253.98468971252	144253.98468971252
144657.84788131714	144657.84788131714	144657.84788131714	144657.84788131714	144657.84788131714
145060.2641105652	145060.2641105652	145060.2641105652	145060.2641105652	145060.2641105652
145463.68622779846	145463.68622779846	145463.68622779846	145463.68622779846	145463.68622779846
145868.60346794128	145868.60346794128	145868.60346794128	145868.60346794128	145868.60346794128
146271.70658111572	146271.70658111572	146271.70658111572	146271.70658111572	146271.70658111572
146676.2182712555	146676.2182712555	146676.2182712555	146676.2182712555	146575.12021064758
147080.52921295166	147080.52921295166	146979.7875881195	146979.7875881195	146979.7875881195
147486.21320724487	147486.21320724487	147384.48309898376	147384.48309898376	147384.48309898376
147789.04509544373	147789.04509544373	147789.04509544373	147789.04509544373	147789.04509544373
148292.54293441772	148292.54293441772	148190.80924987793	148190.80924987793	148190.80924987793
148595.59869766235	148595.59869766235	148595.59869766235	148595.59869766235	148595.59869766235
149000.87785720825	149000.87785720825	149000.87785720825	149000.87785720825	149000.87785720825
149405.83610534668	149405.83610534668	149405.83610534668	149405.83610534668	149405.83610534668
149810.7659816742	149810.7659816742	149810.7659816742	149810.7659816742	149810.7659816742
150213.9482498169	150213.9482498169	150213.9482498169	150213.9482498169	150213.9482498169
150618.86596679688	150618.86596679688	150618.86596679688	150618.86596679688	150618.86596679688
151023.56886863708	151023.56886863708	151023.56886863708	151023.56886863708	151023.56886863708
151428.86400222778	151428.86400222778	151428.86400222778	151428.86400222778	151428.86400222778
151831.11119270325	151831.11119270325	151831.11119270325	151831.11119270325	151831.11119270325
152235.03351211548	152235.03351211548	152235.03351211548	152235.03351211548	152235.03351211548
152639.0097141266	152639.0097141266	152639.0097141266	152639.0097141266	152639.0097141266
153042.78206825256	153042.78206825256	153042.78206825256	153042.78206825256	153042.78206825256
153444.57840919495	153444.57840919495	153444.57840919495	153444.57840919495	153444.57840919495
153847.5742340088	153847.5742340088	153847.5742340088	153847.5742340088	153847.5742340088
154249.99141693115	154249.99141693115	154249.99141693115	154249.99141693115	154249.99141693115
154652.26221084595	154652.26221084595	154652.26221084595	154652.26221084595	154652.26221084595
155056.2880039215	155056.2880039215	155056.2880039215	155056.2880039215	155056.2880039215
155460.3636264801	155460.3636264801	155460.3636264801	155460.3636264801	155460.3636264801
155863.66200447083	155863.66200447083	155863.66200447083	155863.66200447083	155863.66200447083
156266.38412475586	156266.38412475586	156266.38412475586	156266.38412475586	156266.38412475586
156669.1756248474	156669.1756248474	156669.1756248474	156669.1756248474	156669.1756248474
157072.97468185425	157072.97468185425	157072.97468185425	157072.97468185425	157072.97468185425
157478.6012172699	157478.6012172699	157478.6012172699	157478.6012172699	157478.6012172699
157881.83069229126	157881.83069229126	157881.83069229126	157881.83069229126	157881.83069229126
158285.51936149597	158285.51936149597	158185.0402355194	158185.0402355194	158185.0402355194
158688.62175941467	158688.62175941467	158688.62175941467	158688.62175941467	158688.62175941467
159091.79544448853	159091.79544448853	158991.30773544312	158991.30773544312	158991.30773544312
159495.05996704102	159495.05996704102	159495.05996704102	159394.98853683472	159394.98853683472
159899.23572540283	159899.23572540283	159797.5492477417	159797.5492477417	159797.5492477417
160303.43985557556	160303.43985557556	160202.4929523468	160202.4929523468	160202.4929523468
160707.13353157043	160707.13353157043	160606.62841796875	160606.62841796875	160606.62841796875
161011.33060455322	161011.33060455322	161011.33060455322	161011.33060455322	161011.33060455322
161416.55659675598	161416.55659675598	161416.55659675598	161416.55659675598	161416.55659675598
161818.9299106598	161818.9299106598	161818.9299106598	161818.9299106598	161818.9299106598
162222.99981117249	162222.99981117249	162222.99981117249	162222.99981117249	162222.99981117249
162627.44212150574	162627.44212150574	162627.44212150574	162627.44212150574	162627.44212150574
163030.87615966797	163030.87615966797	163030.87615966797	163030.87615966797	163030.87615966797
163434.79084968567	163434.79084968567	163434.79084968567	163434.79084968567	163434.79084968567
163837.88394927979	163837.88394927979	163837.88394927979	163837.88394927979	163837.88394927979
164240.64993858337	164240.64993858337	164240.64993858337	164240.64993858337	164240.64993858337
164643.48602294922	164643.48602294922	164643.48602294922	164643.48602294922	164643.48602294922
165047.95145988464	165047.95145988464	165047.95145988464	165047.95145988464	165047.95145988464
165451.6363143921	165451.6363143921	165451.6363143921	165451.6363143921	165451.6363143921
165855.09824752808	165855.09824752808	165855.09824752808	165855.09824752808	165855.09824752808
166260.03289222717	166260.03289222717	166260.03289222717	166260.03289222717	166260.03289222717
166664.14856910706	166664.14856910706	166664.14856910706	166664.14856910706	166664.14856910706
167068.84622573853	167068.84622573853	167068.84622573853	167068.84622573853	167068.84622573853
167473.4468460083	167473.4468460083	167473.4468460083	167473.4468460083	167473.4468460083
167877.20370292664	167877.20370292664	167877.20370292664	167877.20370292664	167877.20370292664
168282.29475021362	168282.29475021362	168282.29475021362	168282.29475021362	168282.29475021362
168685.09316444397	168685.09316444397	168685.09316444397	168685.09316444397	168685.09316444397
169089.2939567566	169089.2939567566	169089.2939567566	169089.2939567566	169089.2939567566
169495.3100681305	169495.3100681305	169495.3100681305	169495.3100681305	169495.3100681305
169899.02877807617	169899.02877807617	169899.02877807617	169899.02877807617	169899.02877807617
170305.71961402893	170305.71961402893	170305.71961402893	170305.71961402893	170305.71961402893
170709.71417427063	170709.71417427063	170709.71417427063	170709.71417427063	170709.71417427063
171114.62926864624	171114.62926864624	171114.62926864624	171114.62926864624	171114.62926864624
171518.0423259735	171518.0423259735	171418.02382469177	171418.02382469177	171418.02382469177
171922.69706726074	171922.69706726074	171820.96552848816	171820.96552848816	171820.96552848816
172326.69830322266	172326.69830322266	172226.11451148987	172226.11451148987	172226.11451148987
172629.33778762817	172629.33778762817	172629.33778762817	172629.33778762817	172629.33778762817
173033.8261127472	173033.8261127472	173033.8261127472	173033.8261127472	173033.8261127472
173438.88068199158	173438.88068199158	173438.88068199158	173438.88068199158	173438.88068199158
173842.56196022034	173842.56196022034	173842.56196022034	173842.56196022034	173842.56196022034
174247.1981048584	174247.1981048584	174247.1981048584	174247.1981048584	174247.1981048584
174654.32620048523	174654.32620048523	174654.32620048523	174654.32620048523	174654.32620048523
175058.41088294983	175058.41088294983	175058.41088294983	175058.41088294983	175058.41088294983
175462.7070426941	175462.7070426941	175462.7070426941	175462.7070426941	175462.7070426941
175865.74482917786	175865.74482917786	175865.74482917786	175865.74482917786	175865.74482917786
176268.42999458313	176268.42999458313	176268.42999458313	176268.42999458313	176268.42999458313
176674.4191646576	176674.4191646576	176674.4191646576	176674.4191646576	176674.4191646576
177077.12531089783	177077.12531089783	177077.12531089783	177077.12531089783	177077.12531089783
177481.3416004181	177481.3416004181	177481.3416004181	177481.3416004181	177481.3416004181
177885.7443332672	177885.7443332672	177885.7443332672	177885.7443332672	177885.7443332672
178291.07785224915	178291.07785224915	178291.07785224915	178291.07785224915	178291.07785224915
178694.52095031738	178694.52095031738	178694.52095031738	178694.52095031738	178694.52095031738
179099.22742843628	179099.22742843628	179099.22742843628	179099.22742843628	179099.22742843628
179503.35454940796	179503.35454940796	179503.35454940796	179503.35454940796	179503.35454940796
179906.564950943	179906.564950943	179906.564950943	179906.564950943	179906.564950943
180309.9765777588	180309.9765777588	180309.9765777588	180209.3870639801	180209.3870639801
180714.373588562	180714.373588562	180714.373588562	180714.373588562	180714.373588562
181118.31951141357	181118.31951141357	181017.81392097473	181017.81392097473	181017.81392097473
181522.73297309875	181522.73297309875	181522.73297309875	181522.73297309875	181421.7267036438
181927.41560935974	181927.41560935974	181927.41560935974	181825.91581344604	181825.91581344604
182332.4191570282	182332.4191570282	182231.60457611084	182231.60457611084	182231.60457611084
182737.26177215576	182737.26177215576	182636.74640655518	182636.74640655518	182636.74640655518
183142.1732902527	183142.1732902527	183040.66681861877	183040.66681861877	183040.66681861877
183444.65041160583	183444.65041160583	183444.65041160583	183444.65041160583	183444.65041160583
183846.745967865	183846.745967865	183846.745967865	183846.745967865	183846.745967865
184250.6148815155	184250.6148815155	184250.6148815155	184250.6148815155	184250.6148815155
184653.4435749054	184653.4435749054	184653.4435749054	184653.4435749054	184653.4435749054
185056.499004364	185056.499004364	185056.499004364	185056.499004364	185056.499004364
185459.54585075378	185459.54585075378	185459.54585075378	185459.54585075378	185459.54585075378
185863.59310150146	185863.59310150146	185863.59310150146	185863.59310150146	185863.59310150146
186266.92485809326	186266.92485809326	186266.92485809326	186266.92485809326	186266.92485809326
186671.06318473816	186671.06318473816	186671.06318473816	186671.06318473816	186671.06318473816
187075.28853416443	187075.28853416443	187075.28853416443	187075.28853416443	187075.28853416443
187479.62188720703	187479.62188720703	187479.62188720703	187479.62188720703	187479.62188720703
187882.342338562	187882.342338562	187882.342338562	187882.342338562	187882.342338562
188285.5839729309	188285.5839729309	188285.5839729309	188285.5839729309	188285.5839729309
188688.7981891632	188688.7981891632	188688.7981891632	188688.7981891632	188688.7981891632
189092.81992912292	189092.81992912292	189092.81992912292	189092.81992912292	189092.81992912292
189494.9188232422	189494.9188232422	189494.9188232422	189494.9188232422	189494.9188232422
189897.5145816803	189897.5145816803	189897.5145816803	189897.5145816803	189897.5145816803
190301.52034759521	190301.52034759521	190301.52034759521	190301.52034759521	190301.52034759521
190705.57832717896	190705.57832717896	190705.57832717896	190705.57832717896	190705.57832717896
191109.86137390137	191109.86137390137	191109.86137390137	191109.86137390137	191109.86137390137
191516.08777046204	191516.08777046204	191516.08777046204	191516.08777046204	191516.08777046204
191920.1900959015	191920.1900959015	191920.1900959015	191920.1900959015	191920.1900959015
192324.77974891663	192324.77974891663	192324.77974891663	192324.77974891663	192324.77974891663
192727.064371109	192727.064371109	192727.064371109	192727.064371109	192727.064371109
193132.1358680725	193132.1358680725	193132.1358680725	193132.1358680725	193132.1358680725
193537.766456604	193537.766456604	193537.766456604	193537.766456604	193537.766456604
193940.9041404724	193940.9041404724	193940.9041404724	193940.9041404724	193940.9041404724
194344.68698501587	194344.68698501587	194243.9272403717	194243.9272403717	194243.9272403717
194749.0518093109	194749.0518093109	194749.0518093109	194648.3223438263	194648.3223438263
195154.06918525696	195154.06918525696	195053.1301498413	195053.1301498413	195053.1301498413
195458.06169509888	195458.06169509888	195458.06169509888	195458.06169509888	195458.06169509888
195863.05856704712	195863.05856704712	195863.05856704712	195863.05856704712	195863.05856704712
196266.5069103241	196266.5069103241	196266.5069103241	196266.5069103241	196266.5069103241
196670.96257209778	196670.96257209778	196670.96257209778	196670.96257209778	196670.96257209778
197074.78618621826	197074.78618621826	197074.78618621826	197074.78618621826	197074.78618621826
197476.7427444458	197476.7427444458	197476.7427444458	197476.7427444458	197476.7427444458
197880.66267967224	197880.66267967224	197880.66267967224	197880.66267967224	197880.66267967224
198285.67743301392	198285.67743301392	198285.67743301392	198285.67743301392	198285.67743301392
198691.56217575073	198691.56217575073	198691.56217575073	198691.56217575073	198691.56217575073
199096.4813232422	199096.4813232422	199096.4813232422	199096.4813232422	199096.4813232422
199499.40180778503	199499.40180778503	199499.40180778503	199499.40180778503	199499.40180778503
199904.3185710907	199904.3185710907	199904.3185710907	199904.3185710907	199904.3185710907
200310.23287773132	200310.23287773132	200310.23287773132	200310.23287773132	200310.23287773132
200715.15321731567	200715.15321731567	200715.15321731567	200715.15321731567	200715.15321731567
201120.09620666504	201120.09620666504	201120.09620666504	201120.09620666504	201120.09620666504
201523.9861011505	201523.9861011505	201523.9861011505	201523.9861011505	201523.9861011505
201927.9079437256	201927.9079437256	201927.9079437256	201927.9079437256	201927.9079437256
202332.82327651978	202332.82327651978	202332.82327651978	202332.82327651978	202332.82327651978
202738.74068260193	202738.74068260193	202738.74068260193	202738.74068260193	202738.74068260193
203144.6521282196	203144.6521282196	203144.6521282196	203144.6521282196	203144.6521282196
203549.5707988739	203549.5707988739	203549.5707988739	203549.5707988739	203549.5707988739
203953.49097251892	203953.49097251892	203953.49097251892	203953.49097251892	203953.49097251892
204358.4370613098	204358.4370613098	204358.4370613098	204358.4370613098	204358.4370613098
204762.32814788818	204762.32814788818	204762.32814788818	204762.32814788818	204762.32814788818
205167.24371910095	205167.24371910095	205167.24371910095	205167.24371910095	205065.5176639557
205572.15929031372	205572.15929031372	205572.15929031372	205471.43149375916	205471.43149375916
205978.0752658844	205978.0752658844	205876.34778022766	205876.34778022766	205876.34778022766
206381.99305534363	206381.99305534363	206281.2623977661	206281.2623977661	206281.2623977661
206686.18059158325	206686.18059158325	206686.18059158325	206686.18059158325	206686.18059158325
207090.09885787964	207090.09885787964	207090.09885787964	207090.09885787964	207090.09885787964
207495.019197464	207495.019197464	207495.019197464	207495.019197464	207495.019197464
207900.93088150024	207900.93088150024	207900.93088150024	207900.93088150024	207900.93088150024
208305.85026741028	208305.85026741028	208305.85026741028	208305.85026741028	208305.85026741028
208710.77346801758	208710.77346801758	208710.77346801758	208710.77346801758	208710.77346801758
209115.7112121582	209115.7112121582	209115.7112121582	209115.7112121582	209115.7112121582
209522.5968360901	209522.5968360901	209522.5968360901	209522.5968360901	209522.5968360901
209927.5140762329	209927.5140762329	209927.5140762329	209927.5140762329	209927.5140762329
210331.43091201782	210331.43091201782	210331.43091201782	210331.43091201782	210331.43091201782
210735.35251617432	210735.35251617432	210735.35251617432	210735.35251617432	210735.35251617432
211141.29328727722	211141.29328727722	211141.29328727722	211141.29328727722	211141.29328727722
211545.18699645996	211545.18699645996	211545.18699645996	211545.18699645996	211545.18699645996
211951.10034942627	211951.10034942627	211951.10034942627	211951.10034942627	211951.10034942627
212355.01766204834	212355.01766204834	212355.01766204834	212355.01766204834	212355.01766204834
212759.9368095398	212759.9368095398	212759.9368095398	212759.9368095398	212759.9368095398
213165.84968566895	213165.84968566895	213165.84968566895	213165.84968566895	213165.84968566895
213568.77279281616	213568.77279281616	213568.77279281616	213568.77279281616	213568.77279281616
213974.68972206116	213974.68972206116	213974.68972206116	213974.68972206116	213974.68972206116
214380.6014060974	214380.6014060974	214380.6014060974	214380.6014060974	214380.6014060974
214784.53183174133	214784.53183174133	214784.53183174133	214784.53183174133	214784.53183174133
215190.44613838196	215190.44613838196	215190.44613838196	215190.44613838196	215088.7176990509
215594.6056842804	215594.6056842804	215493.8840866089	215493.8840866089	215493.8840866089
216000.5145072937	216000.5145072937	215898.7865447998	215898.7865447998	215898.7865447998
216403.43594551086	216403.43594551086	216302.73509025574	216302.73509025574	216302.73509025574
216706.62713050842	216706.62713050842	216706.62713050842	216706.62713050842	216706.62713050842
217109.55381393433	217109.55381393433	217109.55381393433	217109.55381393433	217109.55381393433
217513.46969604492	217513.46969604492	217513.46969604492	217513.46969604492	217513.46969604492
217918.3897972107	217918.3897972107	217918.3897972107	217918.3897972107	217918.3897972107
218322.3042488098	218322.3042488098	218322.3042488098	218322.3042488098	218322.3042488098
218726.22561454773	218726.22561454773	218726.22561454773	218726.22561454773	218726.22561454773
219131.14309310913	219131.14309310913	219131.14309310913	219131.14309310913	219131.14309310913
219536.05818748474	219536.05818748474	219536.05818748474	219536.05818748474	219536.05818748474
219940.9852027893	219940.9852027893	219940.9852027893	219940.9852027893	219940.9852027893
220344.8944091797	220344.8944091797	220344.8944091797	220344.8944091797	220344.8944091797
220748.8148212433	220748.8148212433	220748.8148212433	220748.8148212433	220748.8148212433
221152.9631614685	221152.9631614685	221152.9631614685	221152.9631614685	221152.9631614685
221558.84742736816	221558.84742736816	221558.84742736816	221558.84742736816	221558.84742736816
221962.78619766235	221962.78619766235	221962.78619766235	221962.78619766235	221962.78619766235
222367.41876602173	222367.41876602173	222367.41876602173	222367.41876602173	222367.41876602173
222770.4882621765	222770.4882621765	222770.4882621765	222770.4882621765	222770.4882621765
223173.8567352295	223173.8567352295	223173.8567352295	223173.8567352295	223173.8567352295
223575.85501670837	223575.85501670837	223575.85501670837	223575.85501670837	223575.85501670837
223978.29484939575	223978.29484939575	223978.29484939575	223978.29484939575	223978.29484939575
224382.44795799255	224382.44795799255	224382.44795799255	224382.44795799255	224382.44795799255
224785.22276878357	224785.22276878357	224785.22276878357	224785.22276878357	224785.22276878357
225190.13619422913	225190.13619422913	225190.13619422913	225190.13619422913	225190.13619422913
225593.14155578613	225593.14155578613	225593.14155578613	225593.14155578613	225593.14155578613
225995.90587615967	225995.90587615967	225995.90587615967	225995.90587615967	225995.90587615967
226400.04324913025	226400.04324913025	226400.04324913025	226400.04324913025	226400.04324913025
226802.74271965027	226802.74271965027	226702.01563835144	226702.01563835144	226702.01563835144
227206.64310455322	227206.64310455322	227105.9126853943	227105.9126853943	227105.9126853943
227610.69297790527	227610.69297790527	227610.69297790527	227610.69297790527	227610.69297790527
228013.58723640442	228013.58723640442	228013.58723640442	228013.58723640442	228013.58723640442
228417.59538650513	228417.59538650513	228417.59538650513	228417.59538650513	228417.59538650513
228822.4320411682	228822.4320411682	228822.4320411682	228822.4320411682	228822.4320411682
229226.0434627533	229226.0434627533	229226.0434627533	229125.3170967102	229125.3170967102
229630.05208969116	229630.05208969116	229529.46090698242	229529.46090698242	229529.46090698242
230036.1132621765	230036.1132621765	229934.70406532288	229934.70406532288	229934.70406532288
230341.39919281006	230341.39919281006	230341.39919281006	230341.39919281006	230341.39919281006
230747.3108768463	230747.3108768463	230747.3108768463	230747.3108768463	230747.3108768463
231152.23336219788	231152.23336219788	231152.23336219788	231152.23336219788	231152.23336219788
231555.71055412292	231555.71055412292	231555.71055412292	231555.71055412292	231555.71055412292
231962.01157569885	231962.01157569885	231962.01157569885	231962.01157569885	231962.01157569885
232365.05031585693	232365.05031585693	232365.05031585693	232365.05031585693	232365.05031585693
232770.96390724182	232770.96390724182	232770.96390724182	232770.96390724182	232770.96390724182
233175.17256736755	233175.17256736755	233175.17256736755	233175.17256736755	233175.17256736755
233582.26585388184	233582.26585388184	233582.26585388184	233582.26585388184	233582.26585388184
233984.98010635376	233984.98010635376	233984.98010635376	233984.98010635376	233984.98010635376
234389.12415504456	234389.12415504456	234389.12415504456	234389.12415504456	234389.12415504456
234794.0182685852	234794.0182685852	234794.0182685852	234794.0182685852	234794.0182685852
235198.68445396423	235198.68445396423	235198.68445396423	235198.68445396423	235198.68445396423
235603.37710380554	235603.37710380554	235603.37710380554	235502.65336036682	235502.65336036682
236007.31492042542	236007.31492042542	236007.31492042542	236007.31492042542	236007.31492042542
236411.48042678833	236411.48042678833	236411.48042678833	236411.48042678833	236411.48042678833
236814.8102760315	236814.8102760315	236814.8102760315	236814.8102760315	236814.8102760315
237219.27285194397	237219.27285194397	237219.27285194397	237117.76161193848	237117.76161193848
237625.18620491028	237625.18620491028	237523.530960083	237523.530960083	237523.530960083
238029.4189453125	238029.4189453125	238029.4189453125	238029.4189453125	238029.4189453125
238436.3751411438	238436.3751411438	238436.3751411438	238436.3751411438	238436.3751411438
238841.75443649292	238841.75443649292	238841.75443649292	238841.75443649292	238740.03672599792
239246.68550491333	239246.68550491333	239246.68550491333	239144.7308063507	239144.7308063507
239649.47700500488	239649.47700500488	239548.87533187866	239548.87533187866	239548.87533187866
240055.30619621277	240055.30619621277	239953.57203483582	239953.57203483582	239953.57203483582
240457.44824409485	240457.44824409485	240356.86373710632	240356.86373710632	240356.86373710632
240760.55216789246	240760.55216789246	240760.55216789246	240760.55216789246	240760.55216789246
241166.5358543396	241166.5358543396	241166.5358543396	241166.5358543396	241166.5358543396
241572.4503993988	241572.4503993988	241572.4503993988	241572.4503993988	241572.4503993988
241976.83691978455	241976.83691978455	241976.83691978455	241976.83691978455	241976.83691978455
242379.75549697876	242379.75549697876	242379.75549697876	242379.75549697876	242379.75549697876
242783.7257385254	242783.7257385254	242783.7257385254	242783.7257385254	242783.7257385254
243187.59417533875	243187.59417533875	243187.59417533875	243187.59417533875	243187.59417533875
243592.3068523407	243592.3068523407	243592.3068523407	243592.3068523407	243592.3068523407
243996.22917175293	243996.22917175293	243996.22917175293	243996.22917175293	243996.22917175293
244401.49092674255	244401.49092674255	244401.49092674255	244401.49092674255	244401.49092674255
244805.97519874573	244805.97519874573	244805.97519874573	244805.97519874573	244805.97519874573
245210.19339561462	245210.19339561462	245210.19339561462	245210.19339561462	245210.19339561462
245614.10117149353	245614.10117149353	245614.10117149353	245614.10117149353	245614.10117149353
246016.83115959167	246016.83115959167	246016.83115959167	246016.83115959167	246016.83115959167
246420.72939872742	246420.72939872742	246420.72939872742	246420.72939872742	246420.72939872742
246825.87456703186	246825.87456703186	246825.87456703186	246825.87456703186	246825.87456703186
247228.79123687744	247228.79123687744	247228.79123687744	247228.79123687744	247228.79123687744
247631.06179237366	247631.06179237366	247631.06179237366	247631.06179237366	247530.48849105835
248035.982131958	248035.982131958	248035.982131958	248035.982131958	248035.982131958
248439.86821174622	248439.86821174622	248439.86821174622	248439.86821174622	248439.86821174622
248845.32642364502	248845.32642364502	248845.32642364502	248845.32642364502	248845.32642364502
249249.84335899353	249249.84335899353	249249.84335899353	249249.84335899353	249249.84335899353
249654.5433998108	249654.5433998108	249654.5433998108	249554.03232574463	249554.03232574463
250059.57055091858	250059.57055091858	249958.3854675293	249958.3854675293	249958.3854675293
250464.4832611084	250464.4832611084	250464.4832611084	250363.98434638977	250363.98434638977
250867.40350723267	250867.40350723267	250766.6780948639	250766.6780948639	250766.6780948639
251270.5283164978	251270.5283164978	251169.8808670044	251169.8808670044	251169.8808670044
251674.33404922485	251674.33404922485	251573.72999191284	251573.72999191284	251573.72999191284
251978.64747047424	251978.64747047424	251978.64747047424	251978.64747047424	251978.64747047424
252381.92987442017	252381.92987442017	252381.92987442017	252381.92987442017	252381.92987442017
252786.00573539734	252786.00573539734	252786.00573539734	252786.00573539734	252786.00573539734
253191.91551208496	253191.91551208496	253191.91551208496	253191.91551208496	253191.91551208496
253594.83790397644	253594.83790397644	253594.83790397644	253594.83790397644	253594.83790397644
253997.93148040771	253997.93148040771	253997.93148040771	253997.93148040771	253997.93148040771
254403.39589118958	254403.39589118958	254403.39589118958	254403.39589118958	254403.39589118958
254808.53939056396	254808.53939056396	254808.53939056396	254808.53939056396	254808.53939056396
255210.74104309082	255210.74104309082	255210.74104309082	255210.74104309082	255210.74104309082
255611.8769645691	255611.8769645691	255611.8769645691	255611.8769645691	255611.8769645691
256016.95203781128	256016.95203781128	256016.95203781128	256016.95203781128	256016.95203781128
256420.24159431458	256420.24159431458	256420.24159431458	256420.24159431458	256420.24159431458
256824.25379753113	256824.25379753113	256824.25379753113	256824.25379753113	256824.25379753113
257228.14297676086	257228.14297676086	257228.14297676086	257228.14297676086	257228.14297676086
257634.05632972717	257634.05632972717	257634.05632972717	257634.05632972717	257634.05632972717
258038.8901233673	258038.8901233673	258038.8901233673	258038.8901233673	258038.8901233673
258444.16046142578	258444.16046142578	258444.16046142578	258444.16046142578	258444.16046142578
258848.3066558838	258848.3066558838	258848.3066558838	258848.3066558838	258848.3066558838
259253.02577018738	259253.02577018738	259253.02577018738	259253.02577018738	259152.4589061737
259657.97805786133	259657.97805786133	259657.97805786133	259657.97805786133	259556.23245239258
260063.17591667175	260063.17591667175	260063.17591667175	260063.17591667175	260063.17591667175
260469.1138267517	260469.1138267517	260469.1138267517	260469.1138267517	260469.1138267517
260872.15876579285	260872.15876579285	260872.15876579285	260770.43652534485	260770.43652534485
261277.498960495	261277.498960495	261176.95879936218	261176.95879936218	261176.95879936218
261681.91814422607	261681.91814422607	261681.91814422607	261681.91814422607	261581.37035369873
262087.79430389404	262087.79430389404	261986.08112335205	261986.08112335205	261986.08112335205
262490.8039569855	262490.8039569855	262390.21253585815	262390.21253585815	262390.21253585815
262893.9645290375	262893.9645290375	262793.4515476227	262793.4515476227	262793.4515476227
263197.73507118225	263197.73507118225	263197.73507118225	263197.73507118225	263197.73507118225
263600.86703300476	263600.86703300476	263600.86703300476	263600.86703300476	263600.86703300476
264005.7828426361	264005.7828426361	264005.7828426361	264005.7828426361	264005.7828426361
264409.7032546997	264409.7032546997	264409.7032546997	264409.7032546997	264409.7032546997
264814.6209716797	264814.6209716797	264814.6209716797	264814.6209716797	264814.6209716797
265217.79346466064	265217.79346466064	265217.79346466064	265217.79346466064	265217.79346466064
265622.318983078	265622.318983078	265622.318983078	265622.318983078	265622.318983078
266026.23414993286	266026.23414993286	266026.23414993286	266026.23414993286	266026.23414993286
266430.92918395996	266430.92918395996	266430.92918395996	266430.92918395996	266430.92918395996
266833.61864089966	266833.61864089966	266833.61864089966	266833.61864089966	266833.61864089966
267238.1398677826	267238.1398677826	267238.1398677826	267238.1398677826	267238.1398677826
267642.83895492554	267642.83895492554	267642.83895492554	267642.83895492554	267642.83895492554
268047.75524139404	268047.75524139404	268047.75524139404	268047.75524139404	268047.75524139404
268451.04479789734	268451.04479789734	268451.04479789734	268451.04479789734	268451.04479789734
268852.4103164673	268852.4103164673	268852.4103164673	268852.4103164673	268852.4103164673
269256.6976547241	269256.6976547241	269256.6976547241	269256.6976547241	269256.6976547241
269660.7553958893	269660.7553958893	269660.7553958893	269660.7553958893	269660.7553958893
270065.45090675354	270065.45090675354	270065.45090675354	270065.45090675354	269964.7207260132
270468.9509868622	270468.9509868622	270468.9509868622	270468.9509868622	270468.9509868622
270874.0921020508	270874.0921020508	270874.0921020508	270874.0921020508	270874.0921020508
271278.01418304443	271278.01418304443	271278.01418304443	271278.01418304443	271278.01418304443
271681.78272247314	271681.78272247314	271681.78272247314	271681.78272247314	271681.78272247314
272087.8436565399	272087.8436565399	272087.8436565399	272087.8436565399	272087.8436565399
272491.2819862366	272491.2819862366	272491.2819862366	272491.2819862366	272491.2819862366
272896.42691612244	272896.42691612244	272896.42691612244	272896.42691612244	272896.42691612244
273302.01840400696	273302.01840400696	273200.3390789032	273200.3390789032	273200.3390789032
273704.59723472595	273704.59723472595	273603.8360595703	273603.8360595703	273603.8360595703
274108.81638526917	274108.81638526917	274008.08477401733	274008.08477401733	274008.08477401733
274511.6000175476	274511.6000175476	274410.8531475067	274410.8531475067	274410.8531475067
274813.2212162018	274813.2212162018	274813.2212162018	274813.2212162018	274813.2212162018
275215.97266197205	275215.97266197205	275215.97266197205	275215.97266197205	275215.97266197205
275619.94457244873	275619.94457244873	275619.94457244873	275619.94457244873	275619.94457244873
276023.8699913025	276023.8699913025	276023.8699913025	276023.8699913025	276023.8699913025
276429.9566745758	276429.9566745758	276429.9566745758	276429.9566745758	276429.9566745758
276835.01648902893	276835.01648902893	276835.01648902893	276835.01648902893	276835.01648902893
277237.2341156006	277237.2341156006	277237.2341156006	277237.2341156006	277237.2341156006
277643.15915107727	277643.15915107727	277643.15915107727	277643.15915107727	277643.15915107727
278047.47104644775	278047.47104644775	278047.47104644775	278047.47104644775	278047.47104644775
278450.46496391296	278450.46496391296	278450.46496391296	278450.46496391296	278450.46496391296
278855.5979728699	278855.5979728699	278855.5979728699	278855.5979728699	278855.5979728699
279259.5183849335	279259.5183849335	279259.5183849335	279259.5183849335	279259.5183849335
279662.64367103577	279662.64367103577	279662.64367103577	279662.64367103577	279662.64367103577
280064.7373199463	280064.7373199463	280064.7373199463	280064.7373199463	280064.7373199463
280469.7918891907	280469.7918891907	280469.7918891907	280469.7918891907	280469.7918891907
280874.7327327728	280874.7327327728	280874.7327327728	280874.7327327728	280874.7327327728
281277.7876853943	281277.7876853943	281277.7876853943	281277.7876853943	281277.7876853943
